idx,name,date,sales ,sales_share,boxoffice_num,num_of_screen,rep_nation,nation,num_of_screenings,distributor,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31
70,로그 원: 스타워즈 스토리,2016.12.28,"5,127,537,094",0.3%,"596,487",907,"15,441",미국,미국,월트디즈니컴퍼니코리아 유한책임회사, 가렛 에드워즈,,,, 펠리시티 존스, 디에고 루나, 매즈 미켈슨, 리즈 아메드, 포레스트 휘태커, 견자단, 강문,,,,,,,,,,,,,,,,,,,,,,,,
71,싱 스트리트,2016.5.19,"4,489,637,672",0.3%,"560,790",494,"22,825",아일랜드,"아일랜드,영국,미국",(주)이수C&E, 존 카니,,,, 페리다 월시-필로, 루시 보인턴, 잭 레이너, 마크 맥케나,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,아이스 에이지: 지구 대충돌,2016.7.20,"4,092,484,600",0.2%,"553,760",580,"13,018",미국,미국,이십세기폭스코리아(주), 마이크 트메이어,,,, 존 레귀자모, 레이 로마노, 제니퍼 로페즈, 아담 드바인, 제시 테일러 퍼거슨,,,,,,,,,,,,,,,,,,,,,,,,,,
73,몬스터 호텔 2,2015.12.24,"4,059,258,691",0.2%,"552,334",637,"13,162",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 젠디 타타코브스키,,,, 아담 샌들러, 셀레나 고메즈, 케빈 제임스, 스티브 부세미,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,메카닉: 리크루트,2016.8.31,"4,458,200,800",0.3%,"551,897",320,"17,497",미국,"미국,프랑스",(주)제이앤씨미디어그룹, 데니스 간젤,,,, 제이슨 스타뎀, 제시카 알바, 토미 리 존스,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,고스트버스터즈,2016.8.25,"4,116,570,075",0.2%,"515,553",511,"18,026",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 폴 페이그,,,, 멜리사 맥카시, 크리스틴 위그, 케이트 맥키넌, 레슬리 존스, 크리스 헴스워스,,,,,,,,,,,,,,,,,,,,,,,,,,
76,거울나라의 앨리스,2016.9.7,"4,145,733,267",0.2%,"513,202",515,"19,585",미국,미국,월트디즈니컴퍼니코리아(주), 제임스 보빈,,,, 조니 뎁, 앤 해서웨이, 미아 와시코브스카, 헬레나 본햄 카터, 사챠 바론 코헨, 앨런 릭먼, 마이클 쉰,,,,,,,,,,,,,,,,,,,,,,,,
77,가려진 시간,2016.11.16,"3,946,462,400",0.2%,"510,878",884,"30,404",한국,한국,(주)쇼박스, 엄태화,,,, 강동원, 신은수, 이효제,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,명탐정 코난: 순흑의 악몽,2016.8.3,"3,766,157,500",0.2%,"508,869",447,"7,983",일본,일본,(주)씨제이이엔엠, 시즈노 코분,,,, 김선혜, 강수진, 이정구, 이현진,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,해어화,2016.4.13,"3,768,200,759",0.2%,"485,695",572,"32,322",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 박흥식,,,, 한효주, 유연석, 천우희, 박성웅,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,계춘할망,2016.5.19,"3,600,794,348",0.2%,"482,516",526,"19,644",한국,한국,(주)콘텐츠 난다긴다, 창감독,,,, 윤여정, 김고은,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"로봇, 소리",2016.1.27,"3,519,595,560",0.2%,"476,665",609,"25,502",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 이호재,,,, 이성민, 이희준, 이하늬, 김원해, 채수빈, 심은경,,,,,,,,,,,,,,,,,,,,,,,,,
82,스타워즈: 깨어난 포스,2015.12.17,"4,204,317,791",0.2%,"470,645",552,"12,801",미국,미국,월트디즈니컴퍼니코리아(주), J.J. 에이브럼스,,,, 데이지 리들리, 존 보예가, 오스카 아이삭, 아담 드라이버, 그웬돌린 크리스티, 도널 글리슨, 해리슨 포드, 마크 해밀, 캐리 피셔, 사이먼 페그, 막스 폰 시도우,,,,,,,,,,,,,,,,,,,,
83,빅쇼트,2016.1.21,"3,622,652,707",0.2%,"446,712",489,"17,316",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 아담 맥케이,,,, 크리스찬 베일, 스티브 카렐, 라이언 고슬링, 브래드 피트,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,헌츠맨: 윈터스 워,2016.4.13,"3,544,262,706",0.2%,"445,009",557,"25,789",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 세딕 니콜라스 트로얀,,,, 크리스 헴스워스, 샤를리즈 테론, 에밀리 블런트, 제시카 차스테인,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,나를 잊지 말아요,2016.1.7,"3,398,915,000",0.2%,"425,799",559,"19,138",한국,한국,(주)씨제이이엔엠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,나의 소녀시대,2016.5.12,"3,314,491,150",0.2%,"409,537",201,"12,404",대만,대만,오드, 프랭키 첸,,,, 송운화, 왕대륙, 이옥새, 간정예,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,조선마술사,2015.12.30,"3,143,566,733",0.2%,"403,919",608,"13,708",한국,한국,롯데쇼핑㈜롯데엔터테인먼트, 김대승,,,, 유승호, 고아라,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,언더 워터,2016.7.13,"3,111,772,391",0.2%,"384,789",518,"13,058",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 자움 콜렛 세라,,,, 블레이크 라이블리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,클로버필드 10번지,2016.4.7,"2,928,428,655",0.2%,"357,736",575,"24,680",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 댄 트라첸버그,,,, 메리 엘리자베스 윈스티드, 존 굿맨, 존 갤러거 주니어,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,위자: 저주의 시작,2016.11.9,"2,637,517,406",0.2%,"331,877",467,"15,660",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 마이크 플래너건,,,, 엘리자베스 리저, 애너리즈 바쏘, 룰루 윌슨, 헨리 토마스,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016.7.20,"2,467,275,080",0.1%,"330,725",403,"6,607",일본,일본,(주)씨제이이엔엠, 타카하시 시게하루, 우시로 신지,,, 박경혜, 홍범기, 김현지, 김보영, 정혜옥, 신용우, 이호산, 김율, 방연지, 이미자, 강호철, 여민정, 이수진, 김신우, 김지율, 방연지, 김가령, 손정아, 한신, 황원, 김준, 정유정, 김가령, 현경수, 김채하, 김정훈, 손수호, 토마츠 하루카, 유우키 아오이, 세키 토모카즈,
92,아기배달부 스토크,2016.12.7,"2,436,955,700",0.1%,"322,354",538,"9,388",미국,미국,워너브러더스 코리아(주), 니콜라스 스톨러, 더그 스윗랜드,,, 앤디 샘버그, 케이티 크라운, 켈시 그래머,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,캐롤,2016.2.4,"2,645,756,616",0.2%,"319,357",288,"11,092",미국,"미국,영국",CGV아트하우스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,위대한 소원,2016.4.21,"2,440,004,213",0.1%,"308,398",524,"22,769",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 남대중,,,, 류덕환, 김동영, 안재홍, 전노민, 전미선,,,,,,,,,,,,,,,,,,,,,,,,,,
95,스포트라이트,2016.2.24,"2,402,036,255",0.1%,"299,878",320,"13,482",미국,미국,(주)팝엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,구스범스,2016.1.14,"2,221,639,712",0.1%,"297,356",515,"13,477",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), 아리 산델,,,, 웬디 맥렌던 커비, 매디슨 아이스먼, 제레미 레이 테일러, 칼릴 해리스, 켄 정,,,,,,,,,,,,,,,,,,,,,,,,,,
97,포인트 브레이크,2016.1.7,"2,323,707,051",0.1%,"294,320",409,"12,111",미국,미국,"(주)시네마서비스,(주)나이너스엔터테인먼트", 캐서린 비글로우,,,, 키아누 리브스, 패트릭 스웨이지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,앨빈과 슈퍼밴드: 악동 어드벤처,2016.2.4,"2,125,772,200",0.1%,"292,495",380,"8,917",미국,미국,이십세기폭스코리아(주), 월트 베커,,,, 저스틴 롱, 제이슨 리, 매튜 그레이 구블러, 제시 맥카트니, 크리스티나 애플게이트, 칼리 쿠오코, 안나 페리스, 킴벌리 윌리엄스-페이슬리, 조쉬 그린, 토니 헤일, 벨라 손,,,,,,,,,,,,,,,,,,,,
99,혼숨,2016.10.26,"2,258,422,445",0.1%,"288,016",498,"14,510",한국,한국,(주)프레인글로벌, 이두환,,,, 류덕환, 조복래,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,극장판 안녕 자두야,2016.5.4,"2,137,638,000",0.1%,"280,406",523,"7,758",한국,한국,(주)씨제이이엔엠, 손석우,,,, 여민정, 양정화, 정유미, 김현지, 최준영, 정혜옥,,,,,,,,,,,,,,,,,,,,,,,,,
101,비밀은 없다,2016.6.23,"2,029,410,239",0.1%,"250,829",502,"14,749",한국,한국,(주)씨제이이엔엠, 이경미,,,, 손예진, 김주혁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,순정,2016.2.24,"1,738,293,033",0.1%,"240,484",467,"10,545",한국,한국,(주)리틀빅픽쳐스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,닌자터틀 : 어둠의 히어로,2016.6.16,"1,934,052,000",0.1%,"235,207",517,"13,943",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 데이브 그린,,,, 메간 폭스, 스티븐 아멜, 로라 리니, 윌 아넷,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,드림 쏭,2016.9.14,"1,826,269,700",0.1%,"234,387",399,"6,408",미국,미국,(주)이수C&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,독수리 에디,2016.4.7,"1,799,381,120",0.1%,"226,341",528,"17,411",미국,미국,이십세기폭스코리아(주), 덱스터 플레처,,,, 태런 에저튼, 휴 잭맨, 크리스토퍼 월켄,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016.12.22,"1,666,637,400",0.1%,"219,047",480,"4,563",일본,일본,(주)이수C&E, 유야마 쿠니히코,,,, 이장원, 테라사키 유카, 이선호, 오오타니 이쿠에, 김현지, 심규혁, 조경이, 김영선, 우정신, 오인성, 문남숙, 신용우, 김하영, 강호철,,,,,,,,,,,,,,,,,
107,원피스 필름 골드,2016.12.8,"1,700,502,100",0.1%,"215,546",445,"6,730",일본,일본,(주)씨제이이엔엠, 미야모토 히로아키,,,, 타나카 마유미, 나카이 카즈야, 오카무라 아케미, 야마구치 캇페이, 히라타 히로아키, 오오타니 이쿠에, 야마구치 유리코, 야오 카즈키, 야마지 카즈히로, 쵸,,,,,,,,,,,,,,,,,,,,,
108,아이 엠 어 히어로,2016.9.21,"1,806,714,900",0.1%,"212,599",263,"8,536",일본,일본,(주)영화사 빅, 사토 신스케,,,, 오오이즈미 요, 나가사와 마사미, 아리무라 카스미,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,남과 여,2016.2.25,"1,651,122,533",0.1%,"203,775",449,"9,790",한국,한국,(주)쇼박스, 이윤기,,,, 전도연, 공유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,2016.1.7,"1,472,866,700",0.1%,"202,538",350,"6,707",일본,일본,(주)넥스트엔터테인먼트월드(NEW), 하시모토 마사카즈,,,, 야지마 아키코, 후지와라 케이지, 나라하시 미키, 코오로기 사토미, 사카모토 마아야, 나미카와 다이스케,,,,,,,,,,,,,,,,,,,,,,,,,
111,"무현, 두 도시 이야기",2016.10.26,"1,511,430,600",0.1%,"192,668",136,"8,986",한국,한국,(주)모멘텀엔터테인먼트, 전인환,,,, 노무현, 김원명, 김하연, 백승영, 조덕희, 박영희, 장철영, 윤종훈, 이종우,,,,,,,,,,,,,,,,,,,,,,
112,글로리데이,2016.3.24,"1,485,342,868",0.1%,"189,221",494,"12,578",한국,한국,(주)엣나인필름, 최정열,,,, 지수, 수호, 류준열, 김희찬,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,노트북,2004.11.26,"1,505,476,700",0.1%,"182,633",148,"11,531",미국,미국,"(주)퍼스트런,TCO(주)더콘텐츠온,글뫼 주식회사,CJ ENM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,대호,2015.12.16,"1,385,096,300",0.1%,"178,574",409,"5,222",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 박훈정,,,, 최민식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,부활,2016.3.17,"1,247,191,600",0.1%,"176,122",136,"8,581",미국,미국,유니버설픽쳐스인터내셔널 코리아(유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,매직브러시,2016.5.4,"1,294,829,300",0.1%,"172,370",460,"5,404",중국,중국,(주)영화사 빅, 쯔씽 쫑,,,, 김서영, 김경희, 박상훈, 홍진욱,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,조이,2016.3.10,"1,378,007,200",0.1%,"172,253",405,"12,860",미국,미국,이십세기폭스코리아(주),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,대배우,2016.3.30,"1,246,200,228",0.1%,"169,984",474,"16,517",한국,한국,"(주)대명문화공장,(주)리틀빅픽쳐스", 석민우,,,, 오달수, 윤제문, 이경영,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,빅,2016.7.27,"1,176,116,720",0.1%,"161,196",332,"3,870",미국,"미국,인도",(주)이수C&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,달빛궁궐,2016.9.7,"1,147,863,700",0.1%,"153,097",425,"6,067",한국,한국,(주)넥스트엔터테인먼트월드(NEW), 김현주,,,, 김서영, 이하늬, 권율, 김슬기,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,어린왕자,2015.12.23,"1,142,087,833",0.1%,"150,512",368,"3,973",프랑스,프랑스,씨네그루(주)다우기술,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,미스컨덕트,2016.3.30,"1,138,175,038",0.1%,"149,095",470,"12,017",미국,미국,"(주)박수엔터테인먼트,㈜코리아스크린", 시모사와 신타로,,,, 알 파치노, 안소니 홉킨스, 조쉬 더하멜, 이병헌,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,500일의 썸머,2010.1.21,"1,222,841,900",0.1%,"147,891",156,"5,851",미국,미국,"(주)스튜디오디에이치엘,(주)팝엔터테인먼트,이십세기폭스코리아(주)", 마크 웹,,,, 조셉 고든 레빗, 주이 디샤넬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,서울역,2016.8.17,"1,162,471,562",0.1%,"147,031",440,"8,054",한국,한국,(주)넥스트엔터테인먼트월드(NEW),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,13시간,2016.3.3,"1,170,500,514",0.1%,"145,952",380,"9,615",미국,미국,롯데쇼핑㈜롯데엔터테인먼트, 마이클 베이,,,, 존 크래신스키, 제임스 뱃지 데일, 맥스 마티니, 파블로 쉬레이버,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,자백,2016.10.13,"1,128,388,200",0.1%,"143,648",152,"6,071",한국,한국,(주)엣나인필름,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,장난감이 살아있다,2016.9.7,"1,112,430,600",0.1%,"142,977",294,"4,346",아르헨티나,"아르헨티나,스페인","㈜코리아스크린,와이드 릴리즈(주)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,극장판 아이엠스타 : 꿈의 오디션!,2016.2.11,"1,048,246,100",0.1%,"141,351",254,"3,903",일본,일본,(주)씨제이이엔엠, 야노 유이치로,,,, 정혜원, 이용신, 김채하, 소연, 여윤미, 김보영, 이소은, 방연지, 임윤선, 이선, 최덕희, 위훈, 신용우, 김율, 박선영, 안영미, 한신, 유인나, 정유정, 모로호시 스미레, 타도코로 아즈사, 오오하시 아야카, 시모지 시노, 쿠로사와 토모요, 누마쿠라 마나미, 야스노 키요노, 미무라 유우나, 스자키 아야, 코토부키 미나코, 이시하라 카오리, 타카하시 미나미
129,플로렌스,2016.8.24,"1,079,970,100",0.1%,"139,717",382,"8,146",영국,영국,(주)이수C&E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,로빈슨 크루소,2016.9.7,"1,071,533,400",0.1%,"139,392",329,"4,326",벨기에,벨기에,(주)영화사 빅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,제 5침공,2016.2.25,"1,041,049,900",0.1%,"135,874",312,"5,195",미국,미국,유니버설픽쳐스인터내셔널 코리아(유), J 블레이크슨,,,, 클로이 모레츠, 닉 로빈슨, 알렉스 로, 리브 슈라이버,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,극장판 꼬마버스 타요의 에이스 구출작전,2016.1.21,"905,899,900",0.1%,"135,398",200,"5,395",한국,한국,(주)아이코닉스, 류정우,,,, 문남숙, 정혜옥, 최하나, 김영선,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,대니쉬 걸,2016.2.17,"1,074,963,884",0.1%,"134,079",246,"5,683",미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유), 톰 후퍼,,,, 에디 레드메인, 알리시아 비칸데르, 앰버 허드,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,인생은 아름다워,1999.3.6,"847,806,900",0.0%,"127,325",147,"7,167",이탈리아,이탈리아,(주)키다리이엔티, 로베르토 베니니,,,, 로베르토 베니니, 니콜레타 브라스키,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,카페 소사이어티,2016.9.14,"1,047,396,666",0.1%,"126,460",199,"6,371",미국,미국,"찬란,CGV아트하우스", 우디 앨런,,,, 제시 아이젠버그, 크리스틴 스튜어트, 블레이크 라이블리,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,마이 리틀 자이언트,2016.8.10,"991,375,900",0.1%,"125,800",128,"3,409",미국,미국,월트디즈니컴퍼니코리아(주), 스티븐 스필버그,,,, 마크 라이런스, 루비 반힐, 레베카 홀, 빌 헤이더, 저메인 클레멘트,,,,,,,,,,,,,,,,,,,,,,,,,,
137,죽여주는 여자,2016.10.6,"884,865,300",0.1%,"121,444",317,"8,350",한국,한국,CGV아트하우스, 이재용,,,, 윤여정, 전무송, 윤계상,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,헤이트풀8,2016.1.7,"996,268,400",0.1%,"120,362",167,"4,761",미국,미국,(주)누리픽쳐스, 쿠엔틴 타란티노,,,, 사무엘 L. 잭슨, 커트 러셀, 제니퍼 제이슨 리, 월튼 고긴스, 데미안 비쉬어, 팀 로스, 마이클 매드슨, 브루스 던, 채닝 테이텀,,,,,,,,,,,,,,,,,,,,,,
139,감바의 대모험,2016.11.10,"874,685,700",0.1%,"117,488",400,"4,735",일본,일본,(주)영화사 빅, 카와무라 토모히로, 코모리 요시히로,,, 카지 유우키, 칸다 사야카, 타카기 와타루, 오오츠카 아키오, 이케다 슈이치, 타카토 야스히로, 후지와라 케이지, 야지마 아키코,,,,,,,,,,,,,,,,,,,,,,,
140,최강전사 미니특공대: 영웅의 탄생,2016.2.4,"877,875,200",0.1%,"117,170",349,"4,863",한국,한국,(주)삼지애니메이션, 이영준,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,다이노소어 어드벤처 : 백악기 공룡대백과,2016.5.4,"854,091,000",0.0%,"112,242",325,"3,643",영국,영국,"(주)박수엔터테인먼트,(주)애니플러스", 닐 나이팅게일, 베리 쿡, 앤드류 코헨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,피터와 드래곤,2016.9.28,"865,600,600",0.0%,"109,137",167,"5,201",미국,미국,월트디즈니컴퍼니코리아(주), 데이빗 로워리,,,, 브라이스 달라스 하워드, 오크스 페글리, 웨스 벤틀리, 칼 어번, 로버트 레드포드,,,,,,,,,,,,,,,,,,,,,,,,,,
143,킹 오브 프리즘 (바이 프리티 리듬),2016.8.11,"859,771,500",0.0%,"103,852",53,"2,291",일본,일본,(주)박수엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
