,name,actor1.0_a_avg,actor1.0_r_avg
0,극한직업,3076694.330555555,8.114222222222223
1,어벤져스: 엔드게임,5465017.255952381,8.625306277056277
2,겨울왕국 2,6557500.0,9.025
3,기생충,2908266.093253968,7.966833333333334
4,엑시트,3829125.0,8.305
5,스파이더맨: 파 프롬 홈,1174444.6666666667,8.083
6,캡틴 마블,2317164.9791666665,7.6825
7,조커,1328000.0,8.629999999999999
8,봉오동 전투,3595793.6507936507,8.472142857142856
9,나쁜 녀석들: 더 무비,3086180.1190476194,8.001523809523809
10,82년생 김지영,4153750.0,8.4925
11,분노의 질주: 홉스&쇼,2083088.2395833333,8.197479166666668
12,토이 스토리 4,1378454.3055555557,8.675476190476191
13,악인전,3456666.6666666665,8.212
14,가장 보통의 연애,1515149.0,8.087857142857143
15,말모이,3328303.5714285714,8.351517857142857
16,시동,2008688.4,7.8184
17,블랙머니,12334.0,5.975
18,터미네이터: 다크 페이트,1779137.5,8.038999999999998
19,사바하,2630155.2952380953,7.944964285714285
20,타짜: 원 아이드 잭,2291591.476190476,7.6964484126984125
21,신의 한 수: 귀수편,1480380.9523809524,8.152000000000001
22,알리타: 배틀 엔젤,1184310.5566666666,8.018899999999999
23,내안의 그놈,2554933.3333333335,8.534333333333334
24,뺑반,2947956.476190476,8.284999999999998
25,변신,15302.041666666664,6.682499999999999
26,주먹왕 랄프 2: 인터넷 속으로,954921.8611111111,8.706666666666667
27,걸캅스,1088000.0,8.411666666666667
28,아쿠아맨,1508347.657142857,8.078466666666666
29,드래곤 길들이기 3,1066110.9777777777,8.362416666666666
30,나의 특별한 형제,1912277.777777778,8.152460317460317
31,어스,0.0,0.0
32,말레피센트 2,1109774.4222222222,7.870333333333332
33,유열의 음악앨범,1017690.3333333333,7.495833333333334
34,퍼펙트맨,23050.0,6.635
35,포드 V 페라리,650778.75,8.325
36,"힘을 내요, 미스터 리",1196757.8499999999,7.848785714285714
37,항거:유관순 이야기,873049.2041666666,8.5170625
38,장사리 : 잊혀진 영웅들,1285873.5,8.101527777777777
39,마이펫의 이중생활 2,874638.861111111,8.403055555555556
40,롱 리브 더 킹: 목포 영웅,1579738.0952380954,8.095297619047619
41,쥬만지: 넥스트 레벨,2253638.888888889,8.464
42,존 윅 3: 파라벨룸,1113087.75,7.101999999999999
43,천문: 하늘에 묻는다,2048750.0,8.076458333333333
44,나랏말싸미,3258744.4285714286,7.800761904761905
45,엑스맨: 다크 피닉스,714152.2102040817,7.6952585034013605
46,맨 인 블랙: 인터내셔널,5584500.0,8.516666666666666
47,뽀로로 극장판 보물섬 대모험,776101.2857142857,7.6657142857142855
48,캣츠,105242.18333333335,7.154999999999999
49,보헤미안 랩소디,4385719.933333333,8.6963
50,명탐정 피카츄,270279.0,8.226666666666667
51,신비아파트 극장판 하늘도깨비 대 요르문간드,64971.375,7.928125
52,나이브스 아웃,451817.7214285714,8.034982993197278
53,샤잠!,705299.3,8.121
54,날씨의 아이,783937.4404761904,8.034960317460317
55,나를 찾아줘,316537.6333333333,7.952999999999999
56,광대들: 풍문조작단,1028463.9319727892,7.74752380952381
57,그것: 두 번째 이야기,787746.6904761906,8.006380952380953
58,극장판 헬로카봇 : 달나라를 구해줘!,0.0,8.3125
59,극장판 헬로카봇: 옴파로스 섬의 비밀,0.0,0.0
60,이스케이프 룸,774.0,4.803333333333333
61,양자물리학,1385514.6238095239,7.380444444444444
62,애드 아스트라,347500.0,8.351666666666667
63,47미터 2,406584.0625,8.151875
64,PMC: 더 벙커,3629666.6666666665,7.794833333333335
65,애나벨 집으로,767727.4,7.794
66,감쪽같은 그녀,4063403.0238095233,8.316547619047618
67,글래스,0.0,0.0
68,그린 북,357279.3666666667,8.6725
69,해피 데스데이 2 유,538958.0,8.206388888888888
70,극장판 공룡메카드: 타이니소어의 섬,870000.0,7.72
71,제미니 맨,0.0,0.0
72,고질라: 킹 오브 몬스터,430470.06666666665,8.190761904761905
73,덤보,3938.0,8.941666666666668
74,브링 더 소울 : 더 무비,0.0,6.14
75,아담스 패밀리,363474.53968253965,7.5205753968253966
76,헬보이,72667.12666666666,6.9239999999999995
77,천로역정: 천국을 찾아서,1776713.3333333333,8.67
78,미성년,2461007.1885714284,8.395142857142858
79,배심원들,138733.63333333333,8.463333333333335
80,기방도령,1659703.0375,7.607833333333332
81,신데렐라:마법 반지의 비밀,796530.2857142857,7.407142857142857
82,원스 어폰 어 타임... 인 할리우드,263471.6222222222,8.21422222222222
83,기묘한 가족,1317500.0,7.9245625
84,악질경찰,70317.5625,7.664333333333334
85,메리 포핀스 리턴즈,413873.9809523809,8.109238095238094
86,명탐정 코난: 감청의 권,0.0,0.0
87,스윙키즈,492250.0,8.290000000000001
88,커런트 워,232482.61666666664,8.2365
89,어린 의뢰인,1486958.763888889,8.324333333333334
90,"안녕, 티라노: 영원히, 함께",305333.3333333333,6.9125
91,요로나의 저주,2467333.333333333,8.605
92,롱 샷,1743151.3333333333,8.367142857142857
93,우상,986777.7777777779,7.644520833333333
94,엔젤 해즈 폴른,238954.83333333334,7.839375
95,두번할까요,1202893.25,7.99575
96,점박이 한반도의 공룡2 : 새로운 낙원,1146615.1428571427,8.586666666666666
97,자전차왕 엄복동,1415403.9285714284,7.5055555555555555
98,진범,763307.5446428572,7.872142857142856
99,더 페이버릿: 여왕의 여자,554932.9682539683,8.80686507936508
100,이웃집 토토로,0.0,9.53
101,가버나움,140000.0,9.54
102,눈의 여왕4,0.0,8.3125
103,크롤,8078.0,6.52
104,극장판 엉덩이 탐정: 화려한 사건 수첩,0.0,0.0
105,해리포터와 비밀의 방,685898.4777777778,7.593444444444445
106,0.0MHz,1134619.6458333335,7.202083333333334
107,좀비랜드: 더블 탭,625718.25,7.943785714285714
108,미드웨이,0.0,7.970000000000001
109,프린스 코기,796530.2857142857,7.407142857142857
110,윤희에게,1099562.8333333333,8.17209523809524
111,명탐정 코난:전율의 악보,0.0,0.0
112,교회오빠,276967.875,7.528888888888889
113,암전,64704.25,7.784583333333334
114,미래의 미라이,96092.875,7.6625
115,람보 : 라스트 워,129255.2,7.380000000000001
116,공포의 묘지,0.0,0.0
117,원더랜드,158595.97222222222,7.03375
118,크게 될 놈,1660684.5833333333,8.0205
119,콜드 체이싱,182666.66666666663,7.198333333333334
120,라스트 미션,1349569.3125,7.904375000000001
121,파이브 피트,372449.2,8.004
122,소피와 드래곤: 마법책의 비밀,4426750.0,7.905
123,러브 앳,41723.0,8.889
124,아내를 죽였다,1173672.8888888888,7.479166666666667
125,구스 베이비,1051617.25,7.94
126,더 보이,109422.23333333335,7.827500000000001
127,레고 무비2,230116.2166666667,8.263333333333332
128,미드소마,391965.8333333333,8.337777777777779
129,그대 이름은 장미,1795439.9438775512,7.793829931972788
130,스파이더맨: 뉴 유니버스,523263.5,8.661166666666665
131,"어쩌다, 결혼",2457714.285714286,7.357857142857144
132,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,0.0,0.0
133,호텔 뭄바이,434469.5666666667,8.473875
134,카운트다운,213550.0,6.7556666666666665
135,극장판 반지의 비밀일기,3370000.0,7.938333333333333
136,그린치,247190.4,8.548
137,몬스터 하우스,103249.11111111111,7.909999999999999
138,닥터 슬립,585128.119047619,8.332301587301588
139,1919 유관순,168571.33333333334,7.941607142857143
140,안녕 베일리,775326.5166666667,8.306833333333334
141,사탄의 인형,35500.0,6.0725
142,애프터,565306.5,5.220000000000001
143,왓칭,820409.6375,7.677625
144,사일런스,114559.77777777775,7.808333333333334
145,빅샤크2: 해저2만리,83252.04761904762,7.05
146,마약왕,3868066.6666666665,7.999666666666667
147,세상을 바꾼 변호인,143088.8333333333,8.234375
148,슈퍼미니 2,22001.208333333336,8.00625
149,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,0.0,0.0
150,업사이드,598149.6507936508,8.439444444444444
151,빅트립: 아기팬더 배달 대모험,0.0,0.0
152,마담 싸이코,106322.88571428573,7.385249999999999
153,쿠르스크,244086.23015873018,8.373968253968254
154,파비안느에 관한 진실,16590.399999999998,7.410166666666666
155,칠곡 가시나들,0.0,0.0
156,일일시호일,43018.15476190476,8.031031746031745
157,더 와이프,587405.4,8.290000000000001
158,주전장,0.0,0.0
159,메기,46000.0,6.8125
160,프란치스코 교황 : 맨 오브 히스 워드,0.0,0.0
161,인생 후르츠,69401.71428571429,8.651428571428571
162,드래곤볼 슈퍼: 브로리,166750.0,8.385
163,아이리시맨,906842.1666666666,8.072952380952382
164,서스페리아,16566.5,8.550833333333333
165,100일 동안 100가지로 100퍼센트 행복찾기,23790.333333333332,8.341666666666667
166,너를 만난 여름,32000.0,7.1225000000000005
167,썬키스 패밀리,1215940.9571428574,7.890547619047618
168,누구나 아는 비밀,287218.25,8.186250000000001
169,더 길티,758184.0833333334,7.592500000000001
170,신밧드와 마법 양탄자,11434.333333333334,7.9766666666666675
171,왕이 될 아이,672211.219047619,8.654190476190477
172,대통령의 7시간,0.0,0.0
173,마리아 칼라스: 세기의 디바,0.0,0.0
174,리틀 포니 프린세스,157000.0,4.105
175,내 완벽한 남사친의 비밀,65631.70833333334,8.232916666666666
176,러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,13356.0,6.99
177,판소리 복서,1439045.0,8.183666666666666
178,굿 라이어,1112368.2166666668,8.0335
179,크리스마스 호러 스토리,13050.0,3.2300000000000004
180,블라인드 멜로디,19702.25,8.625
181,전원사형,13116.5,6.76
182,"미안해요, 리키",36000.0,9.23
183,정글북: 마법 원정대,16601.5,7.715
184,칠드런 액트,584379.9777777778,7.793333333333333
185,극장판 포켓몬스터 모두의 이야기,0.0,0.0
186,모험왕 블링키,381906.77159863943,7.655739795918366
187,추격자: 살인자의 증거,24000.0,6.313333333333333
188,명탐정 코난 : 제로의 집행인,0.0,0.0
189,얼굴없는 보스,351269.8611111112,6.235833333333333
190,노무현과 바보들,0.0,0.0
191,여대생 기숙사에서 생긴 일,57934.66666666666,5.7225
192,이타미 준의 바다,1532285.7142857143,8.112857142857141
193,트레킹: 저주의 숲,18250.0,5.475
194,철벽선생,12499.916666666668,7.1
195,숲속의 마녀들,12284.5,4.73
196,숲속왕국의 꿀벌 여왕,97449.4097222222,7.587271825396826
197,드래곤 길들이기,1066110.9777777777,8.362416666666666
198,판의 미로 - 오필리아와 세 개의 열쇠,500000.0,4.783333333333333
199,잃어버린 세계를 찾아서,0.0,0.0
200,미드 90,214775.0,8.3405
201,결혼 이야기,0.0,0.0
202,미스 스티븐스,112705.62202380953,7.922023809523809
203,나의 히어로 아카데미아 더 무비: 두 명의 히어로,14833.0,8.319999999999999
204,더 킹: 헨리 5세,193778.85714285713,7.8723809523809525
205,지구공룡대탐험,0.0,0.0
206,뱅드림! 필름 라이브,0.0,0.0
207,사이몬과 타카시,14284.0,9.563333333333334
208,어제 일은 모두 괜찮아,3053969.9166666665,7.432833333333334
209,마담 프루스트의 비밀정원,19031.5,8.236
210,유랑지구,11191.25,7.295833333333333
211,프렌즈: 둥지탈출,33463.5,8.235833333333334
212,크리미널 체이스,37058.333333333336,4.484
213,"고흐, 영원의 문에서",370016.875,7.9879999999999995
214,두 교황,1284166.6666666667,8.005
215,킹 오브 프리즘 -샤이니 세븐 스타즈-,0.0,0.0
216,마왕의 딸 이리샤,439988.3541666666,7.931041666666667
217,행복한 라짜로,17000.0,8.75
218,라라와 움직이는 비밀의 숲,0.0,0.0
219,아픈 만큼 사랑한다,0.0,0.0
220,극장판 샤이닝스타:새로운 루나퀸의 탄생!,2567062.5,8.57
221,이케아 옷장에서 시작된 특별난 여행,10958.888888888889,8.611666666666666
222,파리의 딜릴리,16000.0,9.17
223,쉘부르의 우산,14893.0,7.945
224,헤로니모,0.0,0.0
225,극장판 타오르지마 버스터-블랙어썰트의 귀환,207333.3333333333,7.649999999999999
226,크리드2,791252.6,7.760000000000001
227,프렌드 존,16000.0,8.47
228,아사코,7520.45,6.9125
229,수영장으로 간 남자들,18675.466666666667,8.2784
230,시민 노무현,0.0,0.0
231,뷰티풀 보이,616839.2857142857,8.373214285714287
232,양지의 그녀,279489.0,7.922499999999999
233,신과함께-인과 연,5220185.714285715,8.18647619047619
234,어벤져스: 인피니티 워,4812501.7748412695,8.55663253968254
235,보헤미안 랩소디,4385719.933333333,8.6963
236,미션 임파서블: 폴아웃,2176839.9851190476,7.93172619047619
237,신과함께-죄와 벌,4834675.595238095,8.085396825396826
238,쥬라기 월드: 폴른 킹덤,1471500.0,8.595
239,앤트맨과 와스프,2590570.625,8.42243849206349
240,안시성,2677600.0,8.137666666666666
241,블랙 팬서,0.0,0.0
242,완벽한 타인,55061.5,7.3149999999999995
243,1987,3193662.680952381,8.449261904761904
244,독전,2145510.1504761903,8.159078571428571
245,공작,3267709.1166666667,7.929767857142857
246,베놈,13839.5,7.1125
247,암수살인,5516714.285714285,8.435142857142857
248,데드풀 2,1764702.40625,8.267395833333332
249,국가부도의 날,2247225.0476190476,8.05627380952381
250,아쿠아맨,1508347.657142857,8.078466666666666
251,그것만이 내 세상,2260245.888888889,8.147
252,마녀,10000.0,5.55
253,탐정: 리턴즈,2463936.507936508,8.205698412698412
254,인크레더블 2,1115255.8511904762,8.182
255,지금 만나러 갑니다,2786367.8666666667,7.829166666666666
256,목격자,1410732.2520833332,8.014270833333333
257,조선명탐정: 흡혈괴마의 비밀,3514125.0,8.039625000000001
258,신비한 동물들과 그린델왈드의 범죄,1622773.7904761904,7.63952380952381
259,메이즈 러너: 데스 큐어,1496846.6125,7.8505
260,맘마미아!2,865777.6870370371,8.03738888888889
261,명당,1895103.7950680272,7.943826530612244
262,협상,2874229.7142857146,7.691547619047618
263,마약왕,3868066.6666666665,7.999666666666667
264,쥬만지: 새로운 세계,2253638.888888889,8.464
265,창궐,1811049.0267857143,7.260982142857142
266,성난황소,2541811.5,8.512857142857142
267,리틀 포레스트,2130693.25,8.585357142857143
268,골든슬럼버,2274409.238095238,7.809019047619048
269,램페이지,844815.2083333334,7.700916666666666
270,오션스8,779028.1904761904,8.331261904761906
271,사라진 밤,0.0,0.0
272,스윙키즈,492250.0,8.290000000000001
273,바람 바람 바람,2601388.6133333333,7.7842238095238105
274,PMC: 더 벙커,3629666.6666666665,7.794833333333335
275,퍼시픽 림: 업라이징,915771.2142857143,7.779999999999999
276,몬스터 호텔 3,881625.0,7.9975
277,더 넌,13266.174999999997,7.657416666666666
278,스카이스크래퍼,921750.0,7.6835
279,염력,2255974.4375,7.616142857142858
280,월요일이 사라졌다,320071.5777777778,7.7375
281,인랑,1784960.357142857,7.560476190476191
282,극장판 헬로카봇 : 백악기 시대,0.0,8.3125
283,레슬러,2474285.714285714,8.096984126984127
284,물괴,1414308.3809523808,7.68375
285,미쓰백,1814759.3777777776,8.544944444444445
286,신비아파트: 금빛 도깨비와 비밀의 동굴,64971.375,7.928125
287,퍼스트맨,531405.1666666666,7.58202380952381
288,스파이더맨: 뉴 유니버스,523263.5,8.661166666666665
289,위대한 쇼맨,1464694.0476190476,8.542809523809524
290,인시디어스4: 라스트 키,309461.25833333336,5.62325
291,"그날, 바다",1006166.6666666666,7.721666666666667
292,툼레이더,149413.75,8.055
293,페르디난드,1278000.0,8.522
294,버닝,1010185.6666666666,8.029444444444445
295,7년의 밤,2079328.418154762,7.352491071428571
296,메가로돈,1042683.1458333334,7.989375000000001
297,콰이어트 플레이스,451605.1771428571,8.163059523809524
298,호두까기 인형과 4개의 왕국,1154797.5,7.986145833333333
299,셰이프 오브 워터: 사랑의 모양,669202.5333333334,7.827833333333333
300,곰돌이 푸 다시 만나 행복해,1679195.6666666667,8.528333333333334
301,변산,1351747.3333333333,7.6899999999999995
302,그린치,247190.4,8.548
303,스타 이즈 본,6214000.0,9.122
304,동네사람들,2107750.0,7.683833333333332
305,원더풀 고스트,2695000.0,7.978999999999999
306,강철비,1224780.5238095238,7.491755952380952
307,흥부: 글로 세상을 바꾼 자,1693246.0476190476,7.796797619047619
308,명탐정 코난 : 제로의 집행인,0.0,0.0
309,점박이 한반도의 공룡2 : 새로운 낙원,1146615.1428571427,8.586666666666666
310,패딩턴 2,281591.7253968254,8.550470238095238
311,허스토리,1973017.9166666665,8.476571428571429
312,미드나잇 선,2320.0,8.280000000000001
313,덕구,3032549.0833333335,8.496875
314,트루스 오어 데어,174606.83333333334,7.133083333333333
315,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,0.0,0.0
316,해리포터와 마법사의 돌,685898.4777777778,7.593444444444445
317,모털 엔진,156654.85,7.337291666666667
318,나를 차버린 스파이,167750.0,7.549999999999999
319,명탐정 코난:감벽의 관,3056558.0,8.263333333333332
320,아이 필 프리티,73991.25,8.355
321,시카리오: 데이 오브 솔다도,2160276.2083333335,8.29736111111111
322,12 솔져스,2588981.2666666666,8.14
323,1급기밀,729811.5511904763,7.669583333333333
324,50가지 그림자: 해방,60325.3,8.043
325,속닥속닥,271336.3333333333,8.051666666666666
326,벽 속에 숨은 마법시계,259827.5,8.277
327,허리케인 하이스트,186799.19999999998,7.504444444444444
328,한 솔로: 스타워즈 스토리,2439057.087301587,7.843571428571427
329,콜 미 바이 유어 네임,202222.61904761905,8.191964285714285
330,런닝맨 : 풀룰루의 역습,479837.21428571426,8.118571428571428
331,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,749333.0,7.434047619047619
332,원더,192138.91111111114,8.271444444444443
333,유전,56456.583333333336,7.142666666666666
334,더 프레데터,1619599.6099999999,7.991499999999999
335,어느 가족,96595.96904761904,8.750738095238097
336,극장판 포켓몬스터 모두의 이야기,0.0,0.0
337,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,841391.6666666665,8.10388888888889
338,크레이지 리치 아시안,710782.3666666666,7.635
339,다운사이징,495229.23333333334,7.327333333333333
340,나를 기억해,916000.0,7.971999999999999
341,더 포스트,1024227.375,8.8525
342,빅샤크: 매직체인지,148232.2767857143,7.934374999999999
343,독전: 익스텐디드 컷,2145510.1504761903,8.159078571428571
344,얼리맨,1885338.4190476192,8.178476190476191
345,부탁 하나만 들어줘,90087.625,7.335416666666667
346,"안녕, 나의 소녀",112036.0,7.7875000000000005
347,레드 스패로,48314.57142857143,8.128333333333334
348,레이디 버드,169515.64285714284,8.407142857142858
349,여중생A,169666.66666666666,7.8425
350,쓰리 빌보드,585847.2142857142,7.972857142857143
351,마야2,1399672.4479166667,7.6084375
352,플로리다 프로젝트,88000.0,8.48111111111111
353,극장판 포켓몬스터 너로 정했다!,0.0,0.0
354,베일리 어게인,1006104.1666666667,9.008541666666666
355,셜록 놈즈,688933.015873016,7.796507936507936
356,신은 죽지 않았다 3: 어둠 속의 빛,108615.83333333333,8.309619047619048
357,호텔 아르테미스,2331329.75,7.659125
358,올 더 머니,1420842.4,7.900833333333333
359,마일22,1105743.2,7.305666666666667
360,여곡성,596226.9841269841,6.928809523809524
361,번개맨과 신비의 섬,1048349.6031746032,7.927984126984126
362,킬링 디어,874171.1428571428,7.969166666666665
363,타이타닉,100283.08333333331,8.14875
364,소공녀,713452.4166666666,8.335
365,어드리프트:우리가 함께한 바다,134702.9,8.2295
366,엘리엇과 산타 썰매단,157054.16666666666,7.232916666666666
367,헌터 킬러,206633.25,8.015833333333333
368,몬스터 패밀리,460050.2111111111,7.6930000000000005
369,머니백,2225054.7959183673,7.929795918367347
370,뽀로로 극장판 공룡섬 대모험,730820.8333333334,7.969285714285714
371,말모이,3328303.5714285714,8.351517857142857
372,"부르고뉴, 와인에서 찾은 인생",28353.5,8.76025
373,그래비티,689061.0,7.973333333333334
374,너의 췌장을 먹고 싶어,0.0,0.0
375,번개맨의 비밀,1498762.2023809524,7.875988095238095
376,젝스키스 에이틴,0.0,0.0
377,살인소설,360214.24761904764,7.493464285714286
378,온리 더 브레이브,1251743.0763888888,8.102553571428572
379,폴란드로 간 아이들,955431.888888889,7.024444444444445
380,비밥바룰라,892741.5317460317,7.556190476190476
381,"스탠바이, 웬디",646750.0,8.144666666666666
382,나츠메 우인장: 세상과 연을 맺다,0.0,0.0
383,아일라,0.0,9.6
384,라이프 오브 파이,683707.0,7.786666666666666
385,극장판 뽀잉: 슈퍼 변신의 비밀,85375.0,8.25
386,더 포리너,393717.5,6.051428571428571
387,그랜드 부다페스트 호텔,849817.2698412697,7.888055555555554
388,너의 이름은.,1378685.1666666665,8.571666666666665
389,이별의 아침에 약속의 꽃을 장식하자,69800.0,9.061
390,다키스트 아워,641302.2708333333,8.101624999999999
391,프렌즈: 몬스터섬의비밀,620135.0892857142,7.7667261904761915
392,정글번치: 최강 악당의 등장,1304950.088888889,7.192555555555555
393,툴리,606276.3333333334,8.192142857142857
394,벅스 프렌즈,113014.73055555556,7.067361111111111
395,아바타,54359.791666666664,7.327499999999999
396,"오늘 밤, 로맨스 극장에서",41507.8,8.43
397,펭귄 하이웨이,37570.3,7.511000000000001
398,극장판 레이디버그: 미라클스톤의 비밀,0.0,0.0
399,인생 후르츠,69401.71428571429,8.651428571428571
400,개들의 섬,150394.84126984127,8.159642857142858
401,거미줄에 걸린 소녀,113303.58333333333,8.04811111111111
402,막달라 마리아: 부활의 증인,978598.9444444444,8.25688888888889
403,바르다가 사랑한 얼굴들,0.0,0.0
404,체실 비치에서,438015.64285714284,8.3125
405,루비 스팍스,90925.42857142857,8.115357142857142
406,팬텀 스레드,105255.5,8.01275
407,문호 스트레이독스 [데드 애플],107000.0,9.3625
408,몬태나,209186.19999999998,7.905333333333334
409,크리미널 스쿼드,367026.74166666664,7.829238095238096
410,박물관이 진짜 살아있다,25850.3625,7.393375000000001
411,라라랜드,883964.2857142857,8.098571428571429
412,피쉬 프렌즈: 알록이의 신기한 모험,160000.0,7.26
413,모어 댄 블루,68500.0,7.515000000000001
414,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",9605.5,8.09425
415,원더스트럭,180995.55555555553,7.897777777777779
416,구스범스: 몬스터의 역습,340967.5,8.054166666666667
417,당신의 부탁,1009833.1666666666,8.218333333333334
418,양말요정 휴고의 대모험,153018.125,7.3999999999999995
419,러빙 빈센트,548772.6714285715,8.4785
420,하이큐!! 콘셉트의 싸움,0.0,0.0
421,캡틴 스터비,446016.55555555556,8.1755
422,겨울왕국의 무민,666866.2833333333,8.065
423,노크: 초대받지 않은 손님,331624.75,7.6431249999999995
424,로건 럭키,693080.3083333332,7.885505952380953
425,"세라비, 이것이 인생!",14032.333333333334,8.446666666666665
